2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.026667,20,0
2,0,0,3,0.064516,20,0
2,0,0,3,0.034483,20,0
2,0,0,3,0.14706,20,0
2,0,0,3,0.08547,20,0
2,0,0,3,0.0051813,20,0
2,0,0,3,0.041667,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.035587,20,0
2,0,0,3,0.014368,20,0
2,0,0,3,0.11905,20,0
2,0,0,3,0.046083,20,0
2,0,0,3,0.097087,20,0
2,0,0,3,0.026882,20,0
2,0,0,3,0.046296,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.04878,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.04386,20,0
2,0,0,3,0.11905,20,0
2,0,0,3,0.05,20,0
2,0,0,3,0.0083333,20,0
2,0,0,3,0.0083333,20,0
2,0,0,3,0.021053,20,0
2,0,0,3,0.0050684,20,0
2,0,0,3,0.023585,20,0
2,0,0,3,0.036765,20,0
2,0,0,3,0.1,20,0
2,0,0,3,0.022222,20,0
2,0,0,3,0.04,20,0
2,0,0,3,0.033003,20,0
2,0,0,3,0.028986,20,0
2,0,0,3,0.033333,20,0
2,0,0,3,0.016667,20,0
2,0,0,3,0.04,20,0
2,0,0,3,0.018182,20,0
2,0,0,3,0.017378,20,0
2,0,0,3,0.058824,20,0
2,0,0,3,0.11905,20,0
2,0,0,3,0.021413,20,0
2,0,0,3,0.016051,20,0
2,0,0,3,0.0082645,20,0
2,0,0,3,0.042735,20,0
2,0,0,3,0.026882,20,0
2,0,0,3,0.030303,20,0
2,0,0,3,0.054054,20,0
2,0,0,3,0.02439,20,0
2,0,0,3,0.02,20,0
2,0,0,3,0.27027,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.22222,20,0
2,0,0,3,0.060606,20,0
2,0,0,3,0.025,20,0
2,0,0,3,0.025,20,0
2,0,0,3,0.086207,20,0
2,0,0,3,0.0077399,20,0
2,0,0,3,0.014286,20,0
2,0,0,3,0.018083,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.2,20,0
2,0,0,3,1.25,20,0
