31,266,6e-05,0.00046,0,0,0,75,1.0082,0,1,-360,360
266,270,0.0008,0.00348,0,0,0,0,0,0,1,-360,360
266,271,0.02439,0.43682,0,0,0,0,0.9668,0,1,-360,360
266,273,0.03624,0.64898,0,0,0,0,0.9796,0,1,-360,360
270,292,0.01578,0.37486,0,0,0,0,1.0435,0,1,-360,360
270,293,0.01578,0.37486,0,0,0,0,0.9391,0,1,-360,360
270,294,0.01602,0.38046,0,0,0,0,1.0435,0,1,-360,360
270,295,0,0.152,0,0,0,0,1.0435,0,1,-360,360
270,296,0,0.8,0,0,0,0,1.0435,0,1,-360,360
271,272,0.05558,0.24666,0,0,0,0,0,0,1,-360,360
271,268,0.11118,0.49332,0,0,0,0,0,0,1,-360,360
271,268,0.11118,0.49332,0,0,0,0,0,0,1,-360,360
273,267,0.07622,0.43286,0,0,0,0,0,0,1,-360,360
273,267,0.07622,0.43286,0,0,0,0,0,0,1,-360,360
267,274,0.0537,0.07026,0,0,0,0,0,0,1,-360,360
274,276,1.1068,0.95278,0,0,0,0,0,0,1,-360,360
274,275,0.44364,2.8152,0,0,0,0,1,0,1,-360,360
267,277,0.50748,3.2202,0,0,0,0,1,0,1,-360,360
276,278,0.66688,3.944,0,0,0,0,1,0,1,-360,360
276,279,0.6113,3.6152,0,0,0,0,1,0,1,-360,360
272,297,0.4412,2.9668,0,0,0,0,1,0,1,-360,360
272,298,0.30792,2.057,0,0,0,0,1,0,1,-360,360
272,268,0.0558,0.24666,0,0,0,0,0,0,1,-360,360
268,280,0.73633,4.6724,0,0,0,0,1,0,1,-360,360
268,281,0.76978,4.8846,0,0,0,0,1,0,1,-360,360
268,282,0.75732,4.8056,0,0,0,0,1,0,1,-360,360
268,291,0.07378,0.06352,0,0,0,0,0,0,1,-360,360
291,269,0.03832,0.02894,0,0,0,0,0,0,1,-360,360
269,288,0.36614,2.456,0,0,0,0,1,0,1,-360,360
269,289,1.0593,5.4536,0,0,0,0,1,0,1,-360,360
269,290,0.1567,1.6994,0,0,0,0,1,0,1,-360,360
268,283,0.13006,1.3912,0,0,0,0,1,0,1,-360,360
268,284,0.54484,3.4572,0,0,0,0,1,0,1,-360,360
268,285,0.15426,1.6729,0,0,0,0,1,0,1,-360,360
268,286,0.3849,2.5712,0,0,0,0,1,0,1,-360,360
268,287,0.4412,2.9668,0,0,0,0,1,0,1,-360,360
273,299,0.23552,0.99036,0,0,0,0,0,0,1,-360,360
294,300,0,0.75,0,0,0,0,0.9583,0,1,-360,360
1,5,0.001,0.006,0,0,0,0,0,0,1,-360,360
2,6,0.001,0.009,0,0,0,0,0,0,1,-360,360
2,8,0.006,0.027,0.054,0,0,0,0,0,1,-360,360
3,7,0,0.003,0,0,0,0,0,0,1,-360,360
3,18,0.008,0.069,0.139,0,0,0,0,0,1,-360,360
3,129,0.001,0.007,0,0,0,0,0,0,1,-360,360
4,16,0.002,0.019,1.127,0,0,0,0,0,1,-360,360
5,9,0.006,0.029,0.018,0,0,0,0,0,1,-360,360
7,12,0.001,0.009,0.07,0,0,0,0,0,1,-360,360
7,110,0.001,0.007,0.014,0,0,0,0,0,1,-360,360
8,11,0.013,0.0595,0.033,0,0,0,0,0,1,-360,360
8,14,0.013,0.042,0.081,0,0,0,0,0,1,-360,360
9,11,0.006,0.027,0.013,0,0,0,0,0,1,-360,360
11,13,0.008,0.034,0.018,0,0,0,0,0,1,-360,360
12,20,0.002,0.015,0.118,0,0,0,0,0,1,-360,360
13,19,0.006,0.034,0.016,0,0,0,0,0,1,-360,360
14,15,0.014,0.042,0.097,0,0,0,0,0,1,-360,360
15,31,0.065,0.248,0.121,0,0,0,0,0,1,-360,360
15,74,0.099,0.248,0.035,0,0,0,0,0,1,-360,360
15,75,0.096,0.363,0.048,0,0,0,0,0,1,-360,360
16,36,0.002,0.022,1.28,0,0,0,0,0,1,-360,360
18,20,0.002,0.018,0.036,0,0,0,0,0,1,-360,360
18,72,0.013,0.08,0.151,0,0,0,0,0,1,-360,360
19,21,0.016,0.033,0.015,0,0,0,0,0,1,-360,360
19,26,0.069,0.186,0.098,0,0,0,0,0,1,-360,360
20,23,0.004,0.034,0.28,0,0,0,0,0,1,-360,360
21,22,0.052,0.111,0.05,0,0,0,0,0,1,-360,360
22,24,0.019,0.039,0.018,0,0,0,0,0,1,-360,360
23,231,0.007,0.068,0.134,0,0,0,0,0,1,-360,360
24,25,0.036,0.071,0.034,0,0,0,0,0,1,-360,360
25,26,0.045,0.12,0.065,0,0,0,0,0,1,-360,360
25,232,0.043,0.13,0.014,0,0,0,0,0,1,-360,360
27,28,0,0.063,0,0,0,0,0,0,1,-360,360
27,32,0.0025,0.012,0.013,0,0,0,0,0,1,-360,360
27,34,0.006,0.029,0.02,0,0,0,0,0,1,-360,360
27,35,0.007,0.043,0.026,0,0,0,0,0,1,-360,360
28,36,0.001,0.008,0.042,0,0,0,0,0,1,-360,360
29,60,0.012,0.06,0.008,0,0,0,0,0,1,-360,360
29,63,0.006,0.014,0.002,0,0,0,0,0,1,-360,360
29,64,0.01,0.029,0.003,0,0,0,0,0,1,-360,360
30,73,0.004,0.027,0.043,0,0,0,0,0,1,-360,360
31,32,0.008,0.047,0.008,0,0,0,0,0,1,-360,360
31,34,0.022,0.064,0.007,0,0,0,0,0,1,-360,360
31,35,0.01,0.036,0.02,0,0,0,0,0,1,-360,360
31,43,0.017,0.081,0.048,0,0,0,0,0,1,-360,360
31,74,0.102,0.254,0.033,0,0,0,0,0,1,-360,360
31,75,0.047,0.127,0.016,0,0,0,0,0,1,-360,360
32,35,0.008,0.037,0.02,0,0,0,0,0,1,-360,360
32,37,0.032,0.087,0.04,0,0,0,0,0,1,-360,360
33,36,0.0006,0.0064,0.404,0,0,0,0,0,1,-360,360
34,42,0.026,0.154,0.022,0,0,0,0,0,1,-360,360
35,36,0,0.029,0,0,0,0,0,0,1,-360,360
35,43,0.065,0.191,0.02,0,0,0,0,0,1,-360,360
35,44,0.031,0.089,0.036,0,0,0,0,0,1,-360,360
36,40,0.002,0.014,0.806,0,0,0,0,0,1,-360,360
37,38,0.026,0.072,0.035,0,0,0,0,0,1,-360,360
37,42,0.095,0.262,0.032,0,0,0,0,0,1,-360,360
37,46,0.013,0.039,0.016,0,0,0,0,0,1,-360,360
38,41,0.027,0.084,0.039,0,0,0,0,0,1,-360,360
38,47,0.028,0.084,0.037,0,0,0,0,0,1,-360,360
39,52,0.007,0.041,0.312,0,0,0,0,0,1,-360,360
39,62,0.009,0.054,0.411,0,0,0,0,0,1,-360,360
40,68,0.005,0.042,0.69,0,0,0,0,0,1,-360,360
41,61,0.052,0.145,0.073,0,0,0,0,0,1,-360,360
41,92,0.043,0.118,0.013,0,0,0,0,0,1,-360,360
42,87,0.025,0.062,0.007,0,0,0,0,0,1,-360,360
43,44,0.031,0.094,0.043,0,0,0,0,0,1,-360,360
44,45,0.037,0.109,0.049,0,0,0,0,0,1,-360,360
45,48,0.027,0.08,0.036,0,0,0,0,0,1,-360,360
46,47,0.025,0.073,0.035,0,0,0,0,0,1,-360,360
47,48,0.035,0.103,0.047,0,0,0,0,0,1,-360,360
48,49,0.065,0.169,0.082,0,0,0,0,0,1,-360,360
49,50,0.046,0.08,0.036,0,0,0,0,0,1,-360,360
49,55,0.159,0.537,0.071,0,0,0,0,0,1,-360,360
50,51,0.009,0.026,0.005,0,0,0,0,0,1,-360,360
51,53,0.002,0.013,0.015,0,0,0,0,0,1,-360,360
52,54,0.009,0.065,0.485,0,0,0,0,0,1,-360,360
54,56,0.016,0.105,0.203,0,0,0,0,0,1,-360,360
54,123,0.001,0.007,0.013,0,0,0,0,0,1,-360,360
55,236,0.0265,0.172,0.026,0,0,0,0,0,1,-360,360
57,190,0.051,0.232,0.028,0,0,0,0,0,1,-360,360
57,66,0.051,0.157,0.023,0,0,0,0,0,1,-360,360
58,59,0.032,0.1,0.062,0,0,0,0,0,1,-360,360
58,237,0.02,0.1234,0.028,0,0,0,0,0,1,-360,360
59,60,0.036,0.131,0.068,0,0,0,0,0,1,-360,360
59,61,0.034,0.099,0.047,0,0,0,0,0,1,-360,360
60,64,0.018,0.087,0.011,0,0,0,0,0,1,-360,360
60,238,0.0256,0.193,0,0,0,0,0,0,1,-360,360
61,63,0.021,0.057,0.03,0,0,0,0,0,1,-360,360
61,66,0.018,0.052,0.018,0,0,0,0,0,1,-360,360
62,73,0.004,0.027,0.05,0,0,0,0,0,1,-360,360
62,240,0.0286,0.2013,0.379,0,0,0,0,0,1,-360,360
63,64,0.016,0.043,0.004,0,0,0,0,0,1,-360,360
64,65,0.001,0.006,0.007,0,0,0,0,0,1,-360,360
64,67,0.014,0.07,0.038,0,0,0,0,0,1,-360,360
64,239,0.0891,0.2676,0.029,0,0,0,0,0,1,-360,360
64,241,0.0782,0.2127,0.022,0,0,0,0,0,1,-360,360
65,66,0.006,0.022,0.011,0,0,0,0,0,1,-360,360
65,69,0,0.036,0,0,0,0,0,0,1,-360,360
66,190,0.099,0.375,0.051,0,0,0,0,0,1,-360,360
67,190,0.022,0.107,0.058,0,0,0,0,0,1,-360,360
68,173,0.0035,0.033,0.53,0,0,0,0,0,1,-360,360
68,174,0.0035,0.033,0.53,0,0,0,0,0,1,-360,360
70,71,0.008,0.064,0.128,0,0,0,0,0,1,-360,360
71,72,0.012,0.093,0.183,0,0,0,0,0,1,-360,360
71,234,0.006,0.048,0.092,0,0,0,0,0,1,-360,360
74,76,0.047,0.119,0.014,0,0,0,0,0,1,-360,360
75,77,0.032,0.174,0.024,0,0,0,0,0,1,-360,360
76,78,0.1,0.253,0.031,0,0,0,0,0,1,-360,360
76,79,0.022,0.077,0.039,0,0,0,0,0,1,-360,360
77,84,0.019,0.144,0.017,0,0,0,0,0,1,-360,360
77,86,0.017,0.092,0.012,0,0,0,0,0,1,-360,360
78,79,0.278,0.427,0.043,0,0,0,0,0,1,-360,360
79,82,0.022,0.053,0.007,0,0,0,0,0,1,-360,360
79,83,0.038,0.092,0.012,0,0,0,0,0,1,-360,360
79,84,0.048,0.122,0.015,0,0,0,0,0,1,-360,360
80,82,0.024,0.064,0.007,0,0,0,0,0,1,-360,360
80,83,0.034,0.121,0.015,0,0,0,0,0,1,-360,360
81,87,0.053,0.135,0.017,0,0,0,0,0,1,-360,360
81,88,0.002,0.004,0.002,0,0,0,0,0,1,-360,360
81,89,0.045,0.354,0.044,0,0,0,0,0,1,-360,360
81,90,0.05,0.174,0.022,0,0,0,0,0,1,-360,360
82,83,0.016,0.038,0.004,0,0,0,0,0,1,-360,360
83,85,0.043,0.064,0.027,0,0,0,0,0,1,-360,360
84,86,0.019,0.062,0.008,0,0,0,0,0,1,-360,360
85,88,0.076,0.13,0.044,0,0,0,0,0,1,-360,360
85,233,0.044,0.124,0.015,0,0,0,0,0,1,-360,360
