8,0,0,10,-10,1.0153,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,20,-20,1.0205,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,20,-20,1.001,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,25,-25,0.9583,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,35,12,0.9632,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
69,375,0,240,-240,1.025,100,1,475,0,0,0,0,0,0,0,0,0,0,0,0
76,155,0,96,-11,1.052,100,1,255,0,0,0,0,0,0,0,0,0,0,0,0
77,290,0,153,-153,1.052,100,1,390,0,0,0,0,0,0,0,0,0,0,0,0
80,68,0,56,-30,1,100,1,168,0,0,0,0,0,0,0,0,0,0,0,0
88,117,0,77,-24,0.99,100,1,217,0,0,0,0,0,0,0,0,0,0,0,0
98,1930,0,1500,-500,1.0435,100,1,2030,0,0,0,0,0,0,0,0,0,0,0,0
103,240,0,120,-60,1.0233,100,1,340,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,200,-25,1.0103,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,350,-125,1.055,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
120,281,0,75,-50,1.051,100,1,381,0,0,0,0,0,0,0,0,0,0,0,0
122,696,0,300,-100,1.0435,100,1,796,0,0,0,0,0,0,0,0,0,0,0,0
125,84,0,35,-15,1.0528,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
126,217,0,100,-50,1.0528,100,1,317,0,0,0,0,0,0,0,0,0,0,0,0
128,103,0,50,-25,1.0735,100,1,203,0,0,0,0,0,0,0,0,0,0,0,0
131,372,0,175,-50,1.0535,100,1,472,0,0,0,0,0,0,0,0,0,0,0,0
132,216,0,90,-50,1.0435,100,1,316,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,15,-10,0.963,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
149,205,0,90,-40,0.929,100,1,305,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,150,-50,0.9829,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
155,228,0,90,-45,1.0522,100,1,328,0,0,0,0,0,0,0,0,0,0,0,0
156,84,0,35,-15,1.0077,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
164,200,0,80,-50,1.0522,100,1,300,0,0,0,0,0,0,0,0,0,0,0,0
165,1200,0,400,-100,1.065,100,1,1300,0,0,0,0,0,0,0,0,0,0,0,0
166,1200,0,400,-100,1.065,100,1,1300,0,0,0,0,0,0,0,0,0,0,0,0
169,475,0,300,-300,1.0551,100,1,575,0,0,0,0,0,0,0,0,0,0,0,0
170,1973,0,1000,-1000,1.0435,100,1,2073,0,0,0,0,0,0,0,0,0,0,0,0
177,424,0,260,-260,1.015,100,1,524,0,0,0,0,0,0,0,0,0,0,0,0
192,272,0,150,-150,1.01,100,1,372,0,0,0,0,0,0,0,0,0,0,0,0
199,100,0,60,-60,1.008,100,1,200,0,0,0,0,0,0,0,0,0,0,0,0
200,450,0,320,-320,1,100,1,550,0,0,0,0,0,0,0,0,0,0,0,0
201,250,0,300,-300,1.05,100,1,350,0,0,0,0,0,0,0,0,0,0,0,0
206,303,0,300,-300,1,100,1,403,0,0,0,0,0,0,0,0,0,0,0,0
209,345,0,250,-250,1.04,100,1,445,0,0,0,0,0,0,0,0,0,0,0,0
212,300,0,500,-500,1,100,1,400,0,0,0,0,0,0,0,0,0,0,0,0
215,600,0,300,-300,1.0165,100,1,700,0,0,0,0,0,0,0,0,0,0,0,0
217,250,0,200,-200,1.01,100,1,350,0,0,0,0,0,0,0,0,0,0,0,0
218,550,0,400,-400,1,100,1,650,0,0,0,0,0,0,0,0,0,0,0,0
220,575.43,0,600,-600,1.05,100,1,675.43,0,0,0,0,0,0,0,0,0,0,0,0
221,170,0,100,40,0.993,100,1,270,0,0,0,0,0,0,0,0,0,0,0,0
222,84,0,80,40,1.01,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
247,467,0,210,-210,1.0507,100,1,567,0,0,0,0,0,0,0,0,0,0,0,0
248,623,0,280,-280,1.0507,100,1,723,0,0,0,0,0,0,0,0,0,0,0,0
249,1210,0,420,-420,1.0323,100,1,1310,0,0,0,0,0,0,0,0,0,0,0,0
250,234,0,100,-100,1.0145,100,1,334,0,0,0,0,0,0,0,0,0,0,0,0
251,372,0,224,-224,1.0507,100,1,472,0,0,0,0,0,0,0,0,0,0,0,0
252,330,0,350,0,1.0507,100,1,430,0,0,0,0,0,0,0,0,0,0,0,0
253,185,0,120,0,1.0507,100,1,285,0,0,0,0,0,0,0,0,0,0,0,0
254,410,0,224,-224,1.029,100,1,510,0,0,0,0,0,0,0,0,0,0,0,0
255,500,0,200,-200,1.05,100,1,600,0,0,0,0,0,0,0,0,0,0,0,0
256,37,0,42,0,1.0145,100,1,137,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,10,0,1.0507,100,1,2399,0,0,0,0,0,0,0,0,0,0,0,0
258,45,0,25,0,0.9967,100,1,145,0,0,0,0,0,0,0,0,0,0,0,0
259,165,0,90,-90,1.0212,100,1,265,0,0,0,0,0,0,0,0,0,0,0,0
260,400,0,150,-150,1.0145,100,1,500,0,0,0,0,0,0,0,0,0,0,0,0
261,400,0,150,0,1.0017,100,1,500,0,0,0,0,0,0,0,0,0,0,0,0
262,116,0,87,0,0.9893,100,1,216,0,0,0,0,0,0,0,0,0,0,0,0
263,1292,0,600,-100,1.0507,100,1,1392,0,0,0,0,0,0,0,0,0,0,0,0
264,700,0,325,-125,1.0507,100,1,800,0,0,0,0,0,0,0,0,0,0,0,0
265,553,0,300,-200,1.0145,100,1,653,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,2,-2,0.9945,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,17.35,-17.35,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,12.83,-12.8,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
295,50,0,38,-38,1,100,1,150,0,0,0,0,0,0,0,0,0,0,0,0
296,8,0,6,-6,1,100,1,108,0,0,0,0,0,0,0,0,0,0,0,0
