2,0,0,3,0.19608,20,0
2,0,0,3,0.0067295,20,0
2,0,0,3,0.039968,20,0
2,0,0,3,0.21277,20,0
2,0,0,3,0.14286,20,0
2,0,0,3,0.014859,20,0
2,0,0,3,0.45455,20,0
2,0,0,3,0.15625,20,0
2,0,0,3,0.014286,20,0
2,0,0,3,0.033333,20,0
2,0,0,3,0.076336,20,0
2,0,0,3,0.16667,20,0
2,0,0,3,0.071429,20,0
2,0,0,3,0.023474,20,0
2,0,0,3,0.05,20,0
2,0,0,3,0.058824,20,0
2,0,0,3,0.032165,20,0
2,0,0,3,0.004902,20,0
2,0,0,3,0.074074,20,0
2,0,0,3,0.005,20,0
2,0,0,3,0.0061728,20,0
2,0,0,3,0.0092593,20,0
2,0,0,3,0.0125,20,0
2,0,0,3,0.19231,20,0
2,0,0,3,0.014286,20,0
2,0,0,3,0.005,20,0
2,0,0,3,0.033333,20,0
2,0,0,3,0.0040112,20,0
2,0,0,3,0.003686,20,0
2,0,0,3,0.0038066,20,0
2,0,0,3,0.0023697,20,0
2,0,0,3,0.0011168,20,0
2,0,0,3,0.0033367,20,0
2,0,0,3,0.0099108,20,0
2,0,0,3,0.0033278,20,0
2,0,0,3,0.00077143,20,0
2,0,0,3,0.0016844,20,0
2,0,0,3,0.00035336,20,0
2,0,0,3,0.003231,20,0
2,0,0,3,0.00048482,20,0
2,0,0,3,0.0016717,20,0
2,0,0,3,0.00019249,20,0
2,0,0,3,0.00082864,20,0
2,0,0,3,0.00017595,20,0
2,0,0,3,0.00043247,20,0
2,0,0,3,0.00026378,20,0
2,0,0,3,0.00040901,20,0
2,0,0,3,0.0019033,20,0
2,0,0,3,0.00087742,20,0
2,0,0,3,0.00070828,20,0
