1,3,0,0,0,0,1,1,0,12.66,1,1,1
2,1,0.1,0.06,0,0,1,1,0,12.66,1,1.1,0.9
3,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
4,1,0.12,0.08,0,0,1,1,0,12.66,1,1.1,0.9
5,1,0.06,0.03,0,0,1,1,0,12.66,1,1.1,0.9
6,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
7,1,0.2,0.1,0,0,1,1,0,12.66,1,1.1,0.9
8,1,0.2,0.1,0,0,1,1,0,12.66,1,1.1,0.9
9,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
10,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
11,1,0.045,0.03,0,0,1,1,0,12.66,1,1.1,0.9
12,1,0.06,0.035,0,0,1,1,0,12.66,1,1.1,0.9
13,1,0.06,0.035,0,0,1,1,0,12.66,1,1.1,0.9
14,1,0.12,0.08,0,0,1,1,0,12.66,1,1.1,0.9
15,1,0.06,0.01,0,0,1,1,0,12.66,1,1.1,0.9
16,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
17,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
18,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
19,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
20,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
21,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
22,1,0.09,0.04,0,0,1,1,0,12.66,1,1.1,0.9
23,1,0.09,0.05,0,0,1,1,0,12.66,1,1.1,0.9
24,1,0.42,0.2,0,0,1,1,0,12.66,1,1.1,0.9
25,1,0.42,0.2,0,0,1,1,0,12.66,1,1.1,0.9
26,1,0.06,0.025,0,0,1,1,0,12.66,1,1.1,0.9
27,1,0.06,0.025,0,0,1,1,0,12.66,1,1.1,0.9
28,1,0.06,0.02,0,0,1,1,0,12.66,1,1.1,0.9
29,1,0.12,0.07,0,0,1,1,0,12.66,1,1.1,0.9
30,1,0.2,0.6,0,0,1,1,0,12.66,1,1.1,0.9
31,1,0.15,0.07,0,0,1,1,0,12.66,1,1.1,0.9
32,1,0.21,0.1,0,0,1,1,0,12.66,1,1.1,0.9
33,1,0.06,0.04,0,0,1,1,0,12.66,1,1.1,0.9
