2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.022222,20,0
2,0,0,3,0.11765,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.045455,20,0
2,0,0,3,0.031847,20,0
2,0,0,3,0.01,40,0
2,0,0,3,1.4286,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.52632,20,0
2,0,0,3,0.04902,20,0
2,0,0,3,0.20833,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.064516,20,0
2,0,0,3,0.0625,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.025575,20,0
2,0,0,3,0.02551,20,0
2,0,0,3,0.019365,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.020964,20,0
2,0,0,3,0.01,40,0
2,0,0,3,2.5,20,0
2,0,0,3,0.016474,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.039683,20,0
2,0,0,3,0.25,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.27778,20,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
2,0,0,3,0.01,40,0
